id;user_id;role;created_at
20ab82d0-644c-49a3-8363-311abd991078;6564e1f5-432e-4189-9802-bffa69b5930d;admin;2026-02-09 07:34:54.001274+00
b22361af-4841-4080-986b-7c7f483045b0;56678048-fd08-4d06-bff6-9f8d000a7ec5;admin;2026-02-26 13:35:21.039472+00
e2512927-4049-4487-b523-84643f3afa6c;434e5f18-5255-4893-b911-6abddacb49dd;admin;2026-02-25 02:38:34.492975+00
